AÑO,MES,CONGLOME,VIVIENDA,HOGAR,UBIGEO,DOMINIO,ESTRATO,P700I,P701$01,P701$02,P701$03,P701$04,P701$05,P701$10,P701$06,P701$07,P701$08,P701$09,P710I,P710$01,P710$02,P710$03,P710$04,P710$05,P710$06,P710$07,P710$08,P710$10,P710$11,P710$12,P710$13,P710$14,P710$15,P710$20,P710$21,P710$28,P710$29,P710$33,P710$34,TICUEST01,FACTOR
2025,07,019314,010,11,200107,1,5,01,0,1,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1615.91409000686
2025,07,019314,026,11,200107,1,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1615.91409000686
2025,07,019314,092,11,200107,1,5,02,1,1,0,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1615.91409000686
2025,07,019314,111,11,200107,1,5,01,0,1,0,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1615.91409000686
2025,07,019314,132,11,200107,1,5,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1615.91409000686
2025,07,019314,149,11,200107,1,5,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1615.91409000686
2025,07,019330,033,11,200601,1,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1576.22497200669
2025,07,019330,075,11,200601,1,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1576.22497200669
2025,07,019330,094,11,200601,1,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1576.22497200669
2025,07,019330,113,11,200601,1,2,07,0,0,1,0,0,0,0,0,0,0,07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1576.22497200669
2025,07,019330,132,11,200601,1,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1576.22497200669
2025,07,019330,151,11,200601,1,2,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1576.22497200669
2025,07,019348,018,11,200701,1,3,02,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1615.91409000686
2025,07,019348,046,11,200701,1,3,01,0,0,1,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1615.91409000686
2025,07,019348,074,11,200701,1,3,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1615.91409000686
2025,07,019358,015,11,200401,1,3,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1615.91408978923
2025,07,019358,041,11,200401,1,3,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1615.91408978923
2025,07,019358,094,11,200401,1,3,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1615.91408978923
2025,07,019358,122,11,200401,1,3,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1615.91408978923
2025,07,019358,147,12,200401,1,3,01,0,1,0,0,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1615.91408978923
2025,07,019358,147,22,200401,1,3,02,1,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1615.91408978923
2025,07,019376,011,11,200605,1,4,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1576.22497200669
2025,07,019376,029,11,200605,1,4,01,0,0,0,0,0,0,1,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1576.22497200669
2025,07,019376,046,11,200605,1,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1576.22497200669
2025,07,019376,081,11,200605,1,4,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1576.22497200669
2025,07,019376,116,11,200605,1,4,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1576.22497200669
2025,07,019387,002,11,200201,4,5,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1710.44406708256
2025,07,019387,021,11,200201,4,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710.44406708256
2025,07,019387,059,11,200201,4,5,02,0,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1710.44406708256
2025,07,019387,078,11,200201,4,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1710.44406708256
2025,07,019387,096,11,200201,4,5,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1710.44406708256
2025,07,019387,115,11,200201,4,5,02,0,0,0,0,0,0,0,0,0,1,02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1710.44406708256
2025,07,019402,061,11,200114,1,7,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,658.920815499416
2025,07,019402,062,11,200114,1,7,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,658.920815499416
2025,07,019402,063,11,200114,1,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,658.920815499416
2025,07,019402,064,11,200114,1,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,658.920815499416
2025,07,019402,197,11,200114,1,7,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,658.920815499416
2025,07,019402,198,11,200114,1,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,658.920815499416
2025,07,019402,199,11,200114,1,7,02,0,1,0,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,658.920815499416
2025,07,019402,200,11,200114,1,7,01,0,1,0,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,658.920815499416
2025,07,019406,001,11,200302,1,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,658.920815499415
2025,07,019406,002,11,200302,1,8,02,0,0,1,1,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,658.920815499415
2025,07,019406,003,11,200302,1,8,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,658.920815499415
2025,07,019406,004,11,200302,1,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,658.920815499415
2025,07,019406,052,11,200302,1,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,658.920815499415
2025,07,019406,054,11,200302,1,8,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,658.920815499415
2025,07,019406,055,11,200302,1,8,01,0,0,0,1,0,0,0,0,0,0,01,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,658.920815499415
2025,07,019406,056,11,200302,1,8,02,0,0,1,1,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,658.920815499415
2025,07,019416,021,11,200805,1,8,02,1,0,1,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,658.920815499415
2025,07,019416,022,11,200805,1,8,01,1,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,658.920815499415
2025,07,019416,023,11,200805,1,8,01,1,0,0,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,658.920815499415
2025,07,019416,024,11,200805,1,8,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,658.920815499415
2025,07,019416,067,11,200805,1,8,01,1,0,1,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,658.920815499415
2025,07,019416,068,11,200805,1,8,02,0,0,1,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,658.920815499415
2025,07,019416,069,11,200805,1,8,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,658.920815499415
2025,07,019416,070,11,200805,1,8,02,1,0,0,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,658.920815499415
2025,07,019434,013,11,200206,4,8,02,1,0,0,0,0,0,0,0,0,0,02,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1217.64736985033
2025,07,019434,083,11,200206,4,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1217.64736985033
2025,07,019434,084,11,200206,4,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1217.64736985033
2025,07,019434,087,11,200206,4,8,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1217.64736985033
2025,07,019434,088,11,200206,4,8,02,1,0,1,0,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1217.64736985033
2025,07,019446,046,11,210101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2514.99796039297
2025,07,019446,086,11,210101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2514.99796039297
2025,07,019446,100,11,210101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2514.99796039297
2025,07,019446,140,11,210101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2514.99796039297
2025,07,019448,037,11,210101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3680.48482008727
2025,07,019448,074,11,210101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3680.48482008727
2025,07,019448,085,11,210101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3680.48482008727
2025,07,019479,016,11,211105,6,2,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,3353.33061385729
2025,07,019479,045,11,211105,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3353.33061385729
2025,07,019479,060,11,211105,6,2,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3353.33061385729
2025,07,019479,103,11,211105,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3353.33061385729
2025,07,019479,117,11,211105,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3353.33061385729
2025,07,019479,130,11,211105,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3353.33061385729
2025,07,019482,052,11,211101,6,2,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3680.48482008727
2025,07,019482,065,11,211101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3680.48482008727
2025,07,019482,076,11,211101,6,2,01,0,1,0,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3680.48482008727
2025,07,019483,001,11,210306,6,5,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3680.48482008727
2025,07,019483,018,11,210306,6,5,01,1,0,1,1,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3680.48482008727
2025,07,019483,030,11,210306,6,5,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3680.48482008727
2025,07,019483,059,11,210306,6,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3680.48482008727
2025,07,019483,124,11,210306,6,5,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,3680.48482008727
2025,07,019483,143,11,210306,6,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3680.48482008727
2025,07,019499,041,11,211101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3353.33061385729
2025,07,019499,101,11,211101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3353.33061385729
2025,07,019529,061,11,210403,6,5,01,0,0,0,0,0,1,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3680.48482008727
2025,07,019529,083,11,210403,6,5,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3680.48482008727
2025,07,019531,018,11,211101,6,2,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5029.99592078593
2025,07,019558,007,11,210707,6,6,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019558,014,11,210707,6,6,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019558,038,11,210707,6,6,02,0,0,1,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2102.86373445628
2025,07,019558,042,11,210707,6,6,02,0,0,1,1,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019558,049,11,210707,6,6,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019558,063,11,210707,6,6,01,0,0,1,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2102.86373445628
2025,07,019578,022,11,210603,6,8,01,1,0,0,0,0,0,0,0,0,0,01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019578,023,11,210603,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019578,024,11,210603,6,8,01,1,0,0,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019578,073,11,210603,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019578,074,11,210603,6,8,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019578,076,11,210603,6,8,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019578,077,11,210603,6,8,01,1,0,0,0,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019578,079,11,210603,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019580,053,11,210204,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019580,054,11,210204,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019580,056,11,210204,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019580,112,11,210204,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019580,113,11,210204,6,7,01,1,0,1,1,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2102.86373445628
2025,07,019580,115,11,210204,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,2102.86373445628
2025,07,019580,117,11,210204,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019583,005,11,210501,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019583,006,11,210501,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2102.86373445628
2025,07,019583,050,11,210501,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2102.86373445628
2025,07,019583,051,11,210501,6,7,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,2102.86373445628
2025,07,019583,052,11,210501,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019583,053,11,210501,6,7,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,2102.86373445628
2025,07,019583,059,11,210501,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019583,060,11,210501,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019591,010,11,210407,6,7,01,0,1,0,0,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019591,011,11,210407,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019591,103,11,210407,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019591,105,11,210407,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019591,109,11,210407,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019591,111,11,210407,6,7,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2102.86373445628
2025,07,019591,112,11,210407,6,7,02,1,0,0,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019591,113,11,210407,6,7,01,1,0,0,0,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019599,008,11,210401,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019599,010,11,210401,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019599,047,11,210401,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019599,050,11,210401,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019599,053,11,210401,6,8,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019603,065,11,210901,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019603,066,11,210901,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019603,068,11,210901,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019603,136,11,210901,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019603,137,11,210901,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019603,144,11,210901,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019603,145,11,210901,6,7,00, , , , , , , , , , ,00, , , , , , , , , , , , , , , , , , , , ,2,2102.86373445628
2025,07,019611,025,11,211303,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019611,027,11,211303,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019611,134,11,211303,6,7,01,1,0,1,1,0,0,0,0,0,0,01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019611,135,11,211303,6,7,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019611,137,11,211303,6,7,02,1,0,1,1,0,0,0,0,0,0,02,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2102.86373445628
2025,07,019611,138,11,211303,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2102.86373445628
2025,07,019611,140,11,211303,6,7,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2102.86373445628
2025,07,019624,013,11,220101,7,3,02,0,0,1,0,0,0,0,0,0,0,02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,07,019624,037,11,220101,7,3,02,0,0,0,0,0,0,0,0,0,1,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1048.88371956395
2025,07,019624,082,11,220101,7,3,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1048.88371956395
2025,07,019624,105,11,220101,7,3,01,0,0,1,0,0,0,0,0,0,0,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
2025,07,019624,129,11,220101,7,3,01,0,0,0,0,0,0,0,0,0,1,01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1048.88371956395
